id_unit,t,treat,y,x1,x2,post
0,0,0,1.4232187056501173,0.4967141530112327,-0.13826430117118466,0
0,1,1,3.5107528374808505,0.4967141530112327,-0.13826430117118466,1
1,0,0,0.6896309498782226,-0.23415337472333597,-0.23413695694918055,0
1,1,1,2.6084531412427743,-0.23415337472333597,-0.23413695694918055,1
2,0,0,1.0267438883697664,-0.4694743859349521,0.5425600435859647,0
2,1,1,3.026512682293987,-0.4694743859349521,0.5425600435859647,1
3,0,0,-0.8438097563430671,0.24196227156603412,-1.913280244657798,0
3,1,1,1.272453273984139,0.24196227156603412,-1.913280244657798,1
4,0,0,0.21061380470872898,-1.0128311203344238,0.3142473325952739,0
4,1,1,2.1601858421273206,-1.0128311203344238,0.3142473325952739,1
5,0,0,2.2466252889038105,1.465648768921554,-0.22577630048653566,0
5,1,1,4.097397649813672,1.465648768921554,-0.22577630048653566,1
6,0,0,0.4514405074424532,-0.5443827245251827,0.11092258970986608,0
6,1,1,2.6041096670192507,-0.5443827245251827,0.11092258970986608,1
7,0,0,0.047496899064978546,-0.600638689918805,-0.2916937497932768,0
7,1,1,2.2928953787388124,-0.600638689918805,-0.2916937497932768,1
8,0,0,0.011046337516485094,-0.013497224737933914,-1.0577109289559,0
8,1,1,1.806707481309064,-0.013497224737933914,-1.0577109289559,1
9,0,0,-0.8836251337648632,0.2088635950047554,-1.9596701238797756,0
9,1,1,1.2688795947118923,0.2088635950047554,-1.9596701238797756,1
10,0,0,1.8982700329465567,0.7384665799954104,0.1713682811899705,0
10,1,1,3.879724491626452,0.7384665799954104,0.1713682811899705,1
11,0,0,-1.2444300758581148,-1.4785219903674274,-0.7198442083947086,0
11,1,1,0.9073460238597555,-1.4785219903674274,-0.7198442083947086,1
12,0,0,-0.38701346885479304,0.3436182895684614,-1.763040155362734,0
12,1,1,1.542069906164096,0.3436182895684614,-1.763040155362734,1
13,0,0,1.0378542407845042,-0.6769220003059587,0.6116762888408679,0
13,1,1,3.027882300446529,-0.6769220003059587,0.6116762888408679,1
14,0,0,-0.11530355593349673,-0.8392175232226385,-0.3092123758512146,0
14,1,1,1.9491246136383829,-0.8392175232226385,-0.3092123758512146,1
15,0,0,0.22453328809029016,-0.47917423784528995,-0.18565897666381712,0
15,1,1,2.215546123082826,-0.47917423784528995,-0.18565897666381712,1
16,0,0,3.1615648388069872,0.812525822394198,1.356240028570823,0
16,1,1,5.269119140754223,0.812525822394198,1.356240028570823,1
17,0,0,0.7526558309933511,0.36163602504763415,-0.6451197546051243,0
17,1,1,2.8703199270891067,0.36163602504763415,-0.6451197546051243,1
18,0,0,2.26684310629508,-0.03582603910995153,1.564643655814006,0
18,1,1,4.611007867141577,-0.03582603910995153,1.564643655814006,1
19,0,0,0.7972157954258537,0.08704706823817134,-0.29900735046586785,0
19,1,1,2.589282826312214,0.08704706823817134,-0.29900735046586785,1
20,0,0,1.2852300881483862,-0.21967188783751193,0.3571125715117464,0
20,1,1,3.0856136618468697,-0.21967188783751193,0.3571125715117464,1
21,0,0,-0.21871043470751672,-0.8084936028931876,-0.5017570435845365,0
21,1,1,1.7226244644882442,-0.8084936028931876,-0.5017570435845365,1
22,0,0,0.9932149842811213,-0.5297602037670388,0.5132674331133561,0
22,1,1,3.0803717283996064,-0.5297602037670388,0.5132674331133561,1
23,0,0,-0.06892605578833635,-0.7020530938773524,-0.3276621465977682,0
23,1,1,1.8239332647116675,-0.7020530938773524,-0.3276621465977682,1
24,0,0,1.5576868949087115,0.29612027706457605,0.26105527217988933,0
24,1,1,3.533716835906951,0.29612027706457605,0.26105527217988933,1
25,0,0,-0.8702875164684503,-1.4153707420504142,-0.42064532276535904,0
25,1,1,1.0837562082620649,-1.4153707420504142,-0.42064532276535904,1
26,0,0,1.4313837352695824,-0.16128571166600914,0.4040508568145384,0
26,1,1,3.260222926431713,-0.16128571166600914,0.4040508568145384,1
27,0,0,0.9912273534266927,0.257550390722764,-0.0744459157661671,0
27,1,1,3.180453087411675,0.257550390722764,-0.0744459157661671,1
28,0,0,3.5042362259482,0.06023020994102644,2.463242112485286,0
28,1,1,5.553627056659674,0.06023020994102644,2.463242112485286,1
29,0,0,-0.08910752587327324,-0.03471176970524331,-1.168678037619532,0
29,1,1,1.871803495943902,-0.03471176970524331,-1.168678037619532,1
30,0,0,1.021923923341918,0.7910319470430469,-0.9093874547947389,0
30,1,1,2.7414593859690797,0.7910319470430469,-0.9093874547947389,1
31,0,0,3.6782590870971803,0.5868570938002703,2.1904556258099785,0
31,1,1,5.720682946649972,0.5868570938002703,2.1904556258099785,1
32,0,0,0.4411093678648287,0.09965136508764122,-0.5034756541161992,0
32,1,1,2.6030320084520446,0.09965136508764122,-0.5034756541161992,1
33,0,0,0.3193462934856964,-1.0623037137261049,0.4735924306351816,0
33,1,1,2.5662821574108308,-1.0623037137261049,0.4735924306351816,1
34,0,0,-0.023963086804945688,-0.7832532923362371,-0.3220615162056756,0
34,1,1,1.7715987598146918,-0.7832532923362371,-0.3220615162056756,1
35,0,0,2.373854365430435,0.22745993460412942,1.307142754282428,0
35,1,1,4.553066074739789,0.22745993460412942,1.307142754282428,1
36,0,0,1.9180105949379254,0.2598827942484235,0.78182287177731,0
36,1,1,3.909660004717306,0.2598827942484235,0.78182287177731,1
37,0,0,1.8439755238846713,0.5219415656168976,0.29698467323318606,0
37,1,1,3.8535710597997817,0.5219415656168976,0.29698467323318606,1
38,0,0,0.5815362229123808,-0.6800247215784908,0.23225369716100355,0
38,1,1,2.480793833779876,-0.6800247215784908,0.23225369716100355,1
39,0,0,3.2204770823362794,1.8657745111447566,0.4738329209117875,0
39,1,1,5.4052627929199275,1.8657745111447566,0.4738329209117875,1
40,0,0,0.928262491415871,-0.9746816702273214,0.787084603742452,0
40,1,1,2.7303347016799595,-0.9746816702273214,0.787084603742452,1
41,0,0,2.458363072180269,0.9633761292443218,0.4127809269364983,0
41,1,1,4.565836354446215,0.9633761292443218,0.4127809269364983,1
42,0,0,-0.08807572332291239,-0.2453881160028705,-0.7537361643574896,0
42,1,1,1.9192946911430961,-0.2453881160028705,-0.7537361643574896,1
43,0,0,1.2917193453355413,-0.07710170941410412,0.3411519748166435,0
43,1,1,3.3467685903061417,-0.07710170941410412,0.3411519748166435,1
44,0,0,2.4400702857114283,0.01300189187790702,1.4535340771573169,0
44,1,1,4.738552885694186,0.01300189187790702,1.4535340771573169,1
45,0,0,0.6614205415426123,0.6256673477650062,-0.8571575564162826,0
45,1,1,2.816757032873042,0.6256673477650062,-0.8571575564162826,1
46,0,0,1.5378614712235956,-0.22346278532585084,0.7140004940920919,0
46,1,1,3.4832548175005535,-0.22346278532585084,0.7140004940920919,1
47,0,0,-1.4062924379609718,-0.846793718068405,-1.5148472246858646,0
47,1,1,0.7239989366780775,-0.846793718068405,-1.5148472246858646,1
48,0,0,-0.014326941996665826,0.21409374413020396,-1.245738778711988,0
48,1,1,2.0068867033910998,0.21409374413020396,-1.245738778711988,1
49,0,0,0.2756885415889949,-0.883857436201133,0.1537251059455279,0
49,1,1,2.1555706399613324,-0.883857436201133,0.1537251059455279,1
50,0,0,2.0268770110340455,0.3577873603482833,0.5607845263682344,0
50,1,1,4.023952091920008,0.3577873603482833,0.5607845263682344,1
51,0,0,-1.263990881151348,-1.377669367957091,-0.9378250399151228,0
51,1,1,0.735884187219007,-1.377669367957091,-0.9378250399151228,1
52,0,0,5.424868228030085,0.5150476863060478,3.8527314906547208,0
52,1,1,7.481335740978828,0.5150476863060478,3.8527314906547208,1
53,0,0,2.573866090334966,0.9540017634932023,0.651391251305798,0
53,1,1,4.681289936848327,0.9540017634932023,0.651391251305798,1
54,0,0,-0.05818017606049103,-0.7728252145375718,-0.23681860674000887,0
54,1,1,1.9985435926610515,-0.7728252145375718,-0.23681860674000887,1
55,0,0,1.5160193931192119,2.3146585666735087,-1.8672651925917483,0
55,1,1,3.286121786962795,2.3146585666735087,-1.8672651925917483,1
56,0,0,1.6234467330874789,-0.4719318657894335,1.0889505969673663,0
56,1,1,3.509244253385002,-0.4719318657894335,1.0889505969673663,1
57,0,0,0.891257376502994,-0.7153037092599682,0.6795977489346758,0
57,1,1,2.985939898632905,-0.7153037092599682,0.6795977489346758,1
58,0,0,0.6083659012305296,0.04557183990381377,-0.6516003476058169,0
58,1,1,2.457363394529798,0.04557183990381377,-0.6516003476058169,1
59,0,0,-0.9048669183650183,-2.025142586657607,0.18645431476942764,0
59,1,1,1.246555061591443,-2.025142586657607,0.18645431476942764,1
60,0,0,0.14324154799844604,-0.7925207384327007,-0.11473644146689901,0
60,1,1,2.1793183395174127,-0.7925207384327007,-0.11473644146689901,1
61,0,0,-0.5822921740128202,-1.2002964070557762,-0.3345012358409484,0
61,1,1,1.3998694338459043,-1.2002964070557762,-0.3345012358409484,1
62,0,0,3.044347555808548,1.7654542402810969,0.40498171096095553,0
62,1,1,5.26222214594753,1.7654542402810969,0.40498171096095553,1
63,0,0,4.002684460968379,2.1221561970126332,1.0324652605511468,0
63,1,1,6.106198050277155,2.1221561970126332,1.0324652605511468,1
64,0,0,1.6036236263824646,1.2669111491866227,-0.7076694656187807,0
64,1,1,3.6367050889107753,1.2669111491866227,-0.7076694656187807,1
65,0,0,-0.31058256164679027,-0.926930471578083,-0.05952535606180008,0
65,1,1,1.9111054082266878,-0.926930471578083,-0.05952535606180008,1
66,0,0,-0.3371102029648463,-0.2525681513931603,-1.2477831819648495,0
66,1,1,1.356634528845927,-0.2525681513931603,-1.2477831819648495,1
67,0,0,0.8348234194957191,-0.44004448669698376,0.13074057728609134,0
67,1,1,2.547109875471164,-0.44004448669698376,0.13074057728609134,1
68,0,0,2.0752459480697514,1.1631637521549596,0.010233061019587049,0
68,1,1,4.219607160600874,1.1631637521549596,0.010233061019587049,1
69,0,0,0.6058230269136773,0.19905969557347003,-0.6002168771587947,0
69,1,1,2.5603114587284996,0.19905969557347003,-0.6002168771587947,1
70,0,0,1.9342497013868296,0.11351734525124799,0.6621306745210463,0
70,1,1,3.6518664698896095,0.11351734525124799,0.6621306745210463,1
